emp_title,emp_length,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,total_credit_lines,open_credit_lines,total_debit_limit,loan_purpose,loan_amount,balance,account_never_delinq_percent
frontend manager ,10,RENT,60000,9.06,0,2006,13,8,17300,debt_consolidation,3600,3331.65,100
teacher,1,RENT,55000,10.34,0,2013,14,12,75900,debt_consolidation,4800,4194.73,100
nanny,10,RENT,30000,32.52,0,1989,23,18,96400,other,5600,4913.4,87
warehouse associate,3,OWN,23920,12.29,0,1993,16,6,11300,major_purchase,12000,11578.21,100
job manager,4,MORTGAGE,72000,38.68,0,2000,33,14,9600,debt_consolidation,14000,12789.57,90.9
correction  officer,10,MORTGAGE,45000,36.53,0,1995,23,15,11000,credit_card,23000,22429.25,91.3
maintenance superviser,6,MORTGAGE,80000,15.5,0,1996,13,8,21000,credit_card,13000,0,84.6
construction worker,10,MORTGAGE,80000,21.26,0,2010,17,11,48700,credit_card,10000,8994.29,100
president,10,RENT,51921,31.53,0,2004,20,11,51000,credit_card,25000,23256.93,100
chief technology officer,4,MORTGAGE,140000,5.71,0,2007,15,8,47500,medical,10000,8965.88,100
assistant bakery manager,10,RENT,45000,1.79,0,2005,7,2,9300,debt_consolidation,4200,3706.84,100
superintendent ,10,MORTGAGE,100000,13.73,0,2002,12,7,7600,home_improvement,12000,11210.75,91.7
rn in surgery,3,OWN,60000,12.82,0,1999,28,13,21300,debt_consolidation,20000,18738.67,100
regional manager,10,MORTGAGE,250000,22.42,0,1988,19,13,132000,credit_card,15000,14412.81,100
"sales,painter, assembly",10,RENT,42000,27.74,0,1996,16,10,13100,credit_card,15000,13839.02,100
legal assistant,3,RENT,47000,28.19,1,1985,34,17,25700,home_improvement,10200,9123.86,94.1
dispatcher,1,RENT,32000,14.82,0,2007,6,5,9000,house,8000,7480.61,100
manager,4,RENT,92000,25.3,0,2008,31,9,14900,debt_consolidation,16000,15217.94,96.8
customer advocate,3,OWN,85000,3.52,0,2006,15,12,48300,credit_card,6000,4768.27,93.3
maintence,10,MORTGAGE,240000,15.46,0,1983,34,18,58400,debt_consolidation,28000,25894.51,100
rn case manager,7,MORTGAGE,130000,19.73,0,1997,45,28,59700,debt_consolidation,24200,23240.76,100
corrections officer,10,RENT,84000,14.24,0,2004,22,12,5500,moving,9600,8473.03,77.3
sales consultant,4,RENT,60000,28.02,0,2012,15,9,11500,debt_consolidation,11200,10393.84,100
sales manager,4,MORTGAGE,59500,27.83,0,1979,18,14,47400,debt_consolidation,12000,10843.53,100
vice president customer operations,2,MORTGAGE,175900,12.51,0,2004,39,24,56000,debt_consolidation,18000,17304.18,100
,NA,MORTGAGE,115000,24.28,0,2004,28,11,5000,other,12000,11599.33,96.4
lending officer,0,MORTGAGE,50000,18.18,0,2006,16,10,52500,debt_consolidation,12800,11980.96,100
information processing technician ,1,MORTGAGE,45000,11.65,0,2004,20,10,3400,debt_consolidation,8000,7267.74,78.9
managing director,10,OWN,300000,0.74,0,1973,15,7,60500,medical,4200,0,100
pharmacy tech,3,OWN,45000,22.96,0,2012,10,7,2800,debt_consolidation,28000,27040.01,100
tool and die maker,10,MORTGAGE,98000,23.6,0,2005,31,14,13700,debt_consolidation,20000,19475.99,96.6
senior mapping tech,6,MORTGAGE,50000,10.9,0,2008,18,9,25300,debt_consolidation,4500,4164.51,94.1
,NA,OWN,17000,1.77,0,2003,7,2,0,home_improvement,23025,21379.41,100
firefighter,10,MORTGAGE,86000,8.37,0,2003,22,4,28700,debt_consolidation,13000,11522,100
bus driver,5,OWN,38000,22.64,0,1995,26,22,13700,debt_consolidation,3500,3081.35,100
,NA,OWN,20376,22.08,0,1999,19,11,7600,other,2500,2260.68,89.5
business consultant,10,OWN,95634,18.38,0,1997,13,5,9500,debt_consolidation,30000,29261.25,100
,NA,MORTGAGE,88116,16.82,0,2005,34,17,17900,debt_consolidation,24000,0,96.9
personal trainer,0,OWN,60000,27.28,0,1995,42,25,63300,credit_card,24000,21543.47,95.2
locksmith,2,MORTGAGE,28000,69.44,0,1997,20,9,21400,other,32000,30150.25,100
financial service representative,1,RENT,35000,17.73,0,2010,23,13,5200,debt_consolidation,16000,15379.94,95.7
tax paralegal,10,OWN,90000,8.32,0,2005,21,14,64500,debt_consolidation,22000,19748.47,100
accounts payable specialist,6,RENT,45000,46.32,0,1998,25,12,25400,medical,2000,1860.53,95.8
consultant,6,RENT,65000,26.72,0,2003,22,15,70700,debt_consolidation,26000,24310.65,100
pipefitter superintendent,10,MORTGAGE,142000,14.98,0,1993,30,13,65700,credit_card,15000,13478.32,100
field service representatives,5,RENT,65000,9.64,0,2002,17,6,21500,debt_consolidation,35000,31796.51,100
vice president/director of sales,10,MORTGAGE,140000,10.77,0,2000,24,15,75700,debt_consolidation,5000,4488.26,100
administrative assistant ,10,RENT,50066,28.4,0,1984,47,12,7000,debt_consolidation,12000,11105.43,97.1
sales,9,MORTGAGE,50000,36.89,0,2003,22,13,29000,debt_consolidation,3500,1720.52,100
admin asst,2,RENT,38600,11.88,1,1996,10,5,16800,debt_consolidation,1600,1428.1,90
accountant,3,OWN,71000,23.48,0,2005,43,28,84600,medical,32000,0,100
office manager,0,MORTGAGE,126000,6.76,2,1998,28,12,42800,credit_card,5000,4374.68,92.9
,NA,RENT,21049,25.31,0,2000,13,9,3700,debt_consolidation,16000,15303.07,100
teacher,5,MORTGAGE,42000,44.71,0,2002,61,15,49200,debt_consolidation,32000,29895.76,100
program coordinator,10,RENT,65000,33.22,0,2004,30,19,75500,debt_consolidation,26000,24706.66,93.3
consumer advocate,10,MORTGAGE,52000,13.09,0,1988,23,10,40000,other,10000,9469.53,100
attorney,2,MORTGAGE,95000,24.46,0,2007,16,13,28800,debt_consolidation,23000,21381.67,100
direct support professional  ,3,RENT,30000,30.8,0,2014,8,7,9800,credit_card,7000,6147.38,100
personal banker,1,MORTGAGE,50000,17.38,0,2005,24,11,17700,other,6500,0,100
sr it project manager ,10,MORTGAGE,168500,19.22,0,2003,43,22,36800,debt_consolidation,20000,19314.82,100
executive assistant,7,MORTGAGE,170000,11.61,1,1994,28,15,17500,credit_card,13300,12749.82,85.7
certified veterinary technician ,2,MORTGAGE,21000,35.71,0,2002,30,11,16000,debt_consolidation,11525,10924.28,83.3
senior csr,2,RENT,38500,10.91,0,2005,21,12,13200,debt_consolidation,18000,16733.47,100
cdi specialist,3,RENT,60000,9.89,0,2012,15,14,29100,other,3000,2710.8,100
conductor,4,MORTGAGE,85000,12.88,0,2002,24,12,59000,debt_consolidation,20000,19442.97,100
sr web developer,2,RENT,122000,2.2,1,1994,31,5,3000,home_improvement,35000,0,100
agriculture specialist,10,OWN,115000,19.2,0,2003,42,16,75000,home_improvement,15000,14143.27,97.6
controller,3,MORTGAGE,110000,6.79,0,2006,20,14,64100,credit_card,15000,13851.4,100
well teck,10,MORTGAGE,50000,13.73,0,2005,25,14,31000,credit_card,15000,14327.93,100
quality control & compliance,1,RENT,41500,24.15,0,2000,24,10,14700,debt_consolidation,7000,6473.55,100
attorney,3,MORTGAGE,180000,15.76,1,1983,41,16,2500,debt_consolidation,3000,2798.11,70
program analyst,10,MORTGAGE,110000,10.66,0,2001,40,20,41800,debt_consolidation,36000,33750.9,100
clerk,1,RENT,34840,19.49,0,1996,9,5,33800,debt_consolidation,4000,3526.26,100
traffic manager,10,OWN,63000,12.25,3,1996,35,11,7500,car,12000,11593.18,91.4
supervisor ,10,MORTGAGE,105000,14.46,0,2001,21,10,9800,debt_consolidation,22000,0,100
production manufacturing ,2,RENT,80000,18.86,1,2006,19,12,23900,debt_consolidation,20000,18156.66,94.7
principal engineer,2,MORTGAGE,230000,24.08,0,1989,38,16,45200,debt_consolidation,35000,33961.99,100
it senior analyst,10,RENT,45000,25.92,0,2005,23,13,22900,debt_consolidation,15000,14229.16,87
manager,7,OWN,48000,7.38,0,2003,9,5,12200,debt_consolidation,6000,5237,100
doorman ,10,RENT,60000,4.74,0,2001,7,6,3400,debt_consolidation,25000,23696.96,85.7
medical assistant,3,MORTGAGE,94000,17.14,0,2003,14,12,65200,debt_consolidation,40000,38539.27,100
battalion chief ,10,MORTGAGE,140000,13.78,0,2004,30,11,11500,other,32000,29157.04,92.9
nurse manager,8,MORTGAGE,120000,32.98,0,1998,53,29,52000,major_purchase,30000,26688.61,100
manager,10,RENT,235000,3.3,0,2006,21,6,14300,debt_consolidation,21000,20153.61,95.2
supervisor,6,OWN,33000,27.56,0,2010,21,3,14000,debt_consolidation,20000,18917.47,100
strategy relationship manager ,10,MORTGAGE,135000,14.62,1,2004,24,14,71700,moving,27000,25759.24,79.2
massage therapist,4,RENT,45000,18.24,0,1995,28,9,17800,credit_card,10000,9241.17,100
senior support representative,2,MORTGAGE,85000,19.17,2,2000,26,10,15700,home_improvement,20000,19103.93,76.9
,NA,RENT,12250,6.18,0,1999,20,9,10800,other,6000,5235.46,89.5
guidance counselor,10,OWN,100000,4.94,0,1991,26,16,16700,home_improvement,12000,0,100
chief financial officer,3,RENT,72000,5.7,0,2006,12,9,21800,small_business,30000,27254.14,100
store manager ,8,RENT,75000,34.56,0,1982,31,10,18300,debt_consolidation,17500,15274.61,100
accountant,2,RENT,46400,34.24,0,2007,9,8,40000,credit_card,40000,38161.85,100
,NA,OWN,43000,15.94,0,2001,24,10,18300,vacation,5000,4497.14,100
administrative support specialist ,3,RENT,35000,16.34,0,2008,7,4,0,major_purchase,7000,6124.61,100
inside sales representative,0,MORTGAGE,52500,22.56,0,2006,23,7,6600,debt_consolidation,2000,1804.54,100
estimator,0,MORTGAGE,123000,15.86,0,2004,18,11,22600,home_improvement,20000,18570.6,94.4
environmental serviceassociate,10,MORTGAGE,22362.75,1.88,1,1994,6,3,11500,home_improvement,7000,6109.83,66.7
sales,10,MORTGAGE,69000,44.14,0,1999,18,11,39900,debt_consolidation,35000,32698.09,100
,NA,OWN,60000,8.12,0,1992,30,19,38000,credit_card,5000,4623.95,100
project manager,5,MORTGAGE,140000,16.5,3,1978,30,15,19000,other,12800,12196.75,90
system administrator,6,RENT,66000,12.58,0,2013,10,9,14500,credit_card,10000,9369.33,100
paraeducator ,10,MORTGAGE,21000,7.37,0,2005,6,3,8000,credit_card,5000,2252.25,100
referral specialist,7,OWN,42240,7.78,0,2006,20,9,7700,credit_card,5000,4762.84,93.8
underwriter,8,RENT,62000,11.15,0,1993,16,9,5500,medical,4500,3948.24,100
account representative,2,MORTGAGE,75000,10.59,0,2005,17,5,8100,debt_consolidation,15000,13564.27,93.8
marketing manager,8,MORTGAGE,65000,35.73,0,2006,24,7,7300,small_business,7500,0,100
,NA,OWN,33300,17.91,1,1997,13,6,4100,home_improvement,10000,9369.33,69.2
clinical representative iii ,0,RENT,35000,12.92,0,2014,12,12,25300,debt_consolidation,19000,17807.78,100
attorney,10,OWN,140000,19.54,0,1983,23,12,71800,debt_consolidation,20000,18605.56,87
,NA,RENT,35000,30.66,0,1998,21,8,32900,vacation,5000,4656.28,100
imaging services assistant ,2,RENT,34000,42.29,0,2014,17,14,7300,debt_consolidation,11000,10573.72,100
customer service manger,10,MORTGAGE,38000,37.43,0,2009,19,12,2700,debt_consolidation,3600,3348.98,100
operatot,10,MORTGAGE,230000,14.59,0,2004,38,17,25500,other,16000,15236.35,100
service director ,0,OWN,88000,5.98,1,1999,14,7,7600,debt_consolidation,10000,9388.23,50
customer service,0,OWN,36000,3.79,0,2012,5,4,11000,debt_consolidation,6000,5465.78,100
agent,0,MORTGAGE,30000,30.19,0,2009,14,12,26900,debt_consolidation,15000,13645.68,100
security officer,7,RENT,27000,15.91,1,2008,8,7,15800,other,5000,4521.35,87.5
deli team leader/manager,10,RENT,50000,8.02,0,2005,11,7,3000,debt_consolidation,9000,8170.5,90.9
paralegal,10,MORTGAGE,65700,68.61,0,1988,35,21,52000,home_improvement,3500,3089.04,100
,NA,OWN,14000,14.41,0,2012,7,5,31200,home_improvement,3000,2700.86,100
construction manager,10,MORTGAGE,75000,27.26,0,2004,25,11,14300,debt_consolidation,12000,11163.44,96
manager,10,MORTGAGE,56000,15.82,0,1994,18,8,18200,credit_card,18000,17012.93,100
quality engineer,2,MORTGAGE,97000,17.41,1,2004,23,16,32700,credit_card,31200,29942.55,91.3
student success coach,10,RENT,26551,33.63,0,2005,10,10,15000,debt_consolidation,14500,13906.42,100
patient service,7,MORTGAGE,80000,13.83,0,1988,27,9,9400,other,4000,3509.58,100
parts person ,10,RENT,39000,0,0,2006,3,3,16200,other,5000,4898.14,100
senior maintenance tech,10,MORTGAGE,48000,23.3,0,1999,23,18,19800,debt_consolidation,24000,0,100
director ,10,RENT,114000,30.36,0,2001,26,15,26500,credit_card,30000,28577.07,84.6
,NA,MORTGAGE,42000,17.54,2,1970,19,13,14600,debt_consolidation,10000,9560.67,84.2
manager,10,MORTGAGE,75000,26.21,0,2013,24,11,11900,credit_card,22000,21041.71,100
loan officer,0,OWN,198999,11.63,1,2002,18,9,17300,debt_consolidation,25000,24021.61,88.9
adjunct faculty,5,RENT,65895,16.79,0,1987,13,6,27500,other,10000,9270.01,69.2
accounting,10,MORTGAGE,60000,20,0,1990,15,6,12600,credit_card,10000,8413.07,71.4
supervisor,10,OWN,44500,23.89,0,2010,39,30,21900,other,19600,18320.32,100
manager/hr,8,MORTGAGE,51000,27.04,0,2005,14,8,28800,credit_card,15000,14486.24,92.9
accounting shared services coordinator,10,OWN,155000,18.68,0,2005,31,17,54000,debt_consolidation,30000,28854.82,100
consultant ,5,RENT,120000,7.46,0,2006,5,4,42700,credit_card,15000,14013.48,100
facility manager,9,RENT,92000,29.13,0,2001,63,20,53900,debt_consolidation,18825,18137.54,100
,NA,OWN,14000,14.67,0,2002,5,4,10200,credit_card,5300,4785.68,80
office manager/accountant,10,RENT,35000,13.07,0,2006,5,4,20700,credit_card,7000,6205.12,100
business anaylst,10,MORTGAGE,56000,29.25,0,2003,22,9,18500,home_improvement,3600,3133.23,100
busdriver,10,MORTGAGE,55000,18.28,1,2004,29,14,20700,debt_consolidation,4000,3509.58,96.6
secreatary ,10,RENT,54200,35.27,0,2006,44,12,2500,debt_consolidation,21000,20646.81,100
technical architect,4,MORTGAGE,150000,17.57,2,1994,23,10,22000,debt_consolidation,25000,23375.65,85
controller,6,RENT,75000,25.09,0,1995,23,8,27800,major_purchase,20000,17682.7,95.7
,NA,MORTGAGE,62000,11.98,0,2010,12,11,38800,credit_card,14000,12219.72,100
application manager,10,OWN,355000,18.41,0,2000,51,32,108100,debt_consolidation,24000,23083.83,98
it tech ii,4,MORTGAGE,110000,20.75,0,1993,22,21,62500,debt_consolidation,40000,36118.63,100
otr driver,10,MORTGAGE,100000,26.61,0,1999,67,13,16000,debt_consolidation,35000,32390.88,100
area sales leader,10,RENT,195000,3.77,0,2001,20,5,23500,other,15000,13618.79,85
,NA,RENT,18900,12.19,0,1987,13,4,17000,debt_consolidation,10000,9613.41,100
road driver,8,RENT,107000,4.23,1,2013,32,27,32900,home_improvement,36000,32506.78,96.8
lieutenant,10,MORTGAGE,72000,20.7,0,2010,13,7,22800,debt_consolidation,25000,23274.64,100
operations analysts / server,2,MORTGAGE,55000,14.79,0,2008,27,19,13900,credit_card,6000,5278.86,96.3
mechanic,7,MORTGAGE,97000,27.6,0,2009,19,8,33100,credit_card,9000,8347.63,100
territory mamanger,10,RENT,68000,10.52,2,2007,9,6,6200,debt_consolidation,6000,5596.25,62.5
senior project manager,4,MORTGAGE,139000,18.26,0,2002,53,29,41100,moving,5000,4772.14,100
technition,10,MORTGAGE,60000,41.94,0,1997,24,12,11500,debt_consolidation,7500,6822.84,87.5
ceo team leader,2,MORTGAGE,175000,16.58,0,2008,22,19,47500,home_improvement,34725,31232.72,100
plant supervisor,7,RENT,42000,16.2,0,2003,6,4,3700,small_business,12000,10835.57,100
packing ,0,RENT,23000,23.38,0,2005,17,10,8700,debt_consolidation,3000,0,100
project accountant,0,RENT,46080,19.38,0,2005,12,5,0,debt_consolidation,15000,14236.2,100
corporate client manager,1,RENT,125000,4.09,2,2001,35,8,32200,debt_consolidation,30000,0,91.4
vp operations,5,RENT,81000,2.81,0,2013,4,2,4000,debt_consolidation,9000,7874.47,100
auto paint tech,5,MORTGAGE,110000,19.29,0,2012,20,17,11200,credit_card,20000,19236.72,100
health unit coordinator,10,MORTGAGE,38000,23.47,0,2004,21,9,3000,credit_card,10000,8815.65,95.2
owner,8,MORTGAGE,144000,34.26,0,1976,46,23,132800,credit_card,30000,25242.14,100
auto body technician ,6,MORTGAGE,55000,22.13,0,2003,30,13,21200,debt_consolidation,6500,6032.13,90
driver,0,RENT,29120,5.11,0,2013,7,5,6700,other,6000,5697.32,100
clinical specialist,4,RENT,150000,15.4,0,2005,23,13,61800,debt_consolidation,20000,18452.04,100
district manager,7,MORTGAGE,150000,20.52,0,1998,41,15,125300,home_improvement,25000,23213.25,100
sales,1,MORTGAGE,80000,15.35,0,2000,16,6,6000,debt_consolidation,8000,7392.94,93.8
associate professor,4,MORTGAGE,145000,16.14,0,1996,13,11,61300,debt_consolidation,6025,5326.88,100
administrator,8,RENT,65000,18.71,0,2014,11,11,20000,debt_consolidation,20000,18085.7,100
country manager,6,RENT,106000,8.74,0,2012,11,5,33000,other,35000,31774.18,100
driver,10,OWN,74000,21.1,0,2004,22,16,27300,home_improvement,6500,6056.34,90.9
overnight,2,MORTGAGE,29000,3.44,1,2005,14,6,13500,car,5000,4395.02,76.9
teacher,7,RENT,86000,32.17,0,2008,14,11,31500,debt_consolidation,12000,11243.19,100
manager,4,MORTGAGE,59300,21.62,0,2013,17,13,44400,credit_card,18000,17399.01,100
rn,3,OWN,71000,20.64,0,1986,35,20,43100,debt_consolidation,25000,23175.08,94.3
project manager ,10,OWN,56000,18.02,0,2004,23,10,36500,credit_card,20000,19095.25,73.9
owner,10,MORTGAGE,190000,8.24,0,1996,22,13,42600,home_improvement,12000,10759.06,100
,NA,MORTGAGE,55000,16.65,1,1975,45,20,31200,other,2700,2356.63,95.6
quality,10,MORTGAGE,74000,26.24,0,1979,45,17,40500,credit_card,14000,13488.73,100
sales,7,MORTGAGE,40000,45.12,1,2007,27,15,7700,debt_consolidation,15000,14177.43,96.3
manager,4,RENT,108000,20.82,0,2005,18,10,16000,debt_consolidation,40000,38539.28,100
manager,3,RENT,40000,8.76,0,2009,6,4,10400,debt_consolidation,18000,16352.49,100
lpc,5,MORTGAGE,75000,17.7,3,2001,30,15,19100,debt_consolidation,20000,18903.27,80
asst mgr bts contract,10,MORTGAGE,62400,20.27,0,2000,25,14,22700,debt_consolidation,9500,8291.95,92
special agent,10,MORTGAGE,148000,14.79,0,1994,44,16,7500,debt_consolidation,32400,30269.12,81.8
manager,5,MORTGAGE,51072,31.3,0,2010,11,9,20800,debt_consolidation,12000,10548.1,100
designer,4,MORTGAGE,60000,16.5,0,2007,17,11,29500,credit_card,36000,34090.33,100
hazardous materials compliance officer,2,MORTGAGE,95000,24.47,0,2006,35,15,34500,debt_consolidation,35925,32209.93,100
railroad conductor,10,MORTGAGE,79500,11.03,1,2005,10,7,6500,debt_consolidation,12000,11175.06,90
maintenance mechanic,0,MORTGAGE,66900,20.66,0,1991,21,14,69900,credit_card,40000,35906.37,100
,NA,RENT,25000,22.22,0,2001,20,13,56500,credit_card,10000,9488.83,100
general manager,9,MORTGAGE,165000,20.6,0,2006,34,16,38900,debt_consolidation,28000,26047.79,100
owner,9,RENT,150000,32.52,0,1996,24,12,81300,major_purchase,30000,28767.36,100
accounting associate,4,RENT,42000,19.09,0,1997,15,8,22500,credit_card,14000,13139.1,86.7
pipewelder,2,MORTGAGE,140000,21.48,2,2004,20,7,1100,other,12000,11238.77,85
general manager,3,RENT,50000,1.8,0,2014,3,3,8300,debt_consolidation,20000,16467.08,100
business banking specialist ,9,RENT,65000,8.01,0,2006,12,6,36700,small_business,40000,37540.29,100
software developer,2,MORTGAGE,65000,34.51,0,2007,33,24,57200,debt_consolidation,25000,22463.51,100
software developer,9,MORTGAGE,180000,8.83,1,2004,21,10,12500,debt_consolidation,40000,35160.4,90.5
admissions coordinator,10,RENT,57000,16.97,0,2004,22,16,22700,credit_card,11000,10157.68,100
controller,6,MORTGAGE,139000,28.04,0,2005,60,22,21800,major_purchase,16000,15512.72,98.3
,NA,OWN,59019,16.27,0,1983,21,6,19000,other,5000,4750.06,81
owner/operater,2,MORTGAGE,49000,21.48,0,2004,11,5,4500,debt_consolidation,5000,4673.55,90.9
machine operator,1,MORTGAGE,44000,43.45,0,1994,35,15,22900,other,1500,1400.47,100
inventory supervisor,10,MORTGAGE,72000,13.68,0,1986,26,13,73600,other,9000,7845.71,100
,NA,OWN,48000,3.18,0,2006,13,6,10900,credit_card,5000,4623.95,100
driver,2,RENT,38427,23.88,0,2008,14,6,12500,debt_consolidation,1800,1668.58,92.9
cfo,2,OWN,135000,8.81,0,1999,16,8,3300,major_purchase,27900,25195.01,87.5
carpenter ,5,MORTGAGE,140000,19.91,2,2006,31,22,43900,debt_consolidation,24000,22991.68,93.3
,NA,RENT,25000,27.84,0,2001,36,19,39400,debt_consolidation,5000,4395.01,100
administrative assistant,10,OWN,107000,25.07,0,1983,37,20,38900,debt_consolidation,28000,26713.26,100
manager ,10,MORTGAGE,85000,6.72,1,1995,24,17,36000,credit_card,12000,10460.98,91.3
transportation operator,2,RENT,35000,4.87,0,2003,17,9,6500,other,5000,4518.12,100
assistant district attorney,2,MORTGAGE,61766,11.83,0,2004,51,14,22900,credit_card,12200,11709.9,96
,NA,OWN,70209,33.06,0,1980,12,7,6000,debt_consolidation,23800,22706.28,100
driver,2,MORTGAGE,94000,20.55,0,1994,30,14,48700,debt_consolidation,40000,38090.87,100
product line manager,10,MORTGAGE,195000,10.29,0,1998,25,15,111500,home_improvement,25000,23065.06,88
ground worker,10,OWN,31000,6.31,0,2007,15,5,1000,debt_consolidation,6000,5568.11,100
department head,3,RENT,37000,16.57,0,2012,14,10,33900,other,12000,10528.73,92.9
warehouse,10,MORTGAGE,53000,28.01,1,2005,11,9,6300,other,35000,34427.39,100
financial administrator,2,MORTGAGE,99000,9.84,0,2007,21,7,2500,debt_consolidation,6000,5278.86,100
food technician 1,10,MORTGAGE,76000,24.21,0,2001,26,21,99600,debt_consolidation,20000,19461.35,100
senior account manager,5,MORTGAGE,109000,5.41,3,2000,14,5,1300,vacation,4200,3702.53,50
sr sys admin,10,MORTGAGE,129000,11.14,0,1982,27,13,82500,other,15000,13851.4,81.5
mortgage closer,1,MORTGAGE,63500,0.95,0,2010,3,3,21900,home_improvement,20000,18814.85,100
pacs admin,10,MORTGAGE,80000,28.46,0,2002,32,10,30200,small_business,15000,14405.42,89.3
,NA,MORTGAGE,0,NA,1,2001,27,11,15500,medical,4500,0,88.9
,NA,RENT,67200,18.77,0,1998,18,11,21200,home_improvement,10000,8798.07,100
assistant manager,1,MORTGAGE,50000,18.43,0,2011,20,10,3500,home_improvement,5000,4439.79,75
crna,4,MORTGAGE,254000,7.27,0,1993,36,17,20600,home_improvement,25000,24341.94,91.7
teacher/administrator,10,MORTGAGE,135400,17.89,0,1996,30,16,76200,credit_card,35000,34113.32,100
clinic manager,10,MORTGAGE,29000,16.89,1,2012,20,13,4600,debt_consolidation,5500,0,85
instructor,2,RENT,45000,6.71,0,2011,5,4,7600,debt_consolidation,12000,11630.63,100
property manager ,1,RENT,60000,16.46,0,2005,18,5,24000,other,15000,13564.27,88.9
cnc programmer / operator,4,MORTGAGE,72000,22.68,0,2007,35,14,32800,moving,3600,3142.2,100
otr driver ,1,RENT,80000,23.09,0,2009,19,11,18000,debt_consolidation,10000,8965.88,94.7
teacher,3,OWN,63000,11.06,0,1997,11,10,40700,debt_consolidation,6000,1923.34,100
,NA,MORTGAGE,60000,18.08,0,2001,23,10,25300,credit_card,20000,19269.8,78.3
maintenance ,10,RENT,39910,20.66,0,2010,14,9,12800,debt_consolidation,10000,9057.25,92.9
utility porter ,7,OWN,56000,6.73,2,2006,13,6,2400,debt_consolidation,15000,0,76.9
,NA,RENT,48000,24.6,0,2005,29,11,29900,debt_consolidation,13000,11747.13,100
nurse,2,RENT,57000,21.47,0,2005,26,11,3500,debt_consolidation,6000,5425.71,100
forklit operator,10,RENT,57000,32.3,0,2010,13,12,21300,debt_consolidation,8500,7464.69,100
lead consulting data analyst,5,RENT,105000,21.22,0,2005,37,15,25900,debt_consolidation,24000,22749.1,100
customer service,4,MORTGAGE,55000,27.69,0,2000,27,16,12100,debt_consolidation,5000,4488.26,92.6
property manager,5,MORTGAGE,65000,5.54,0,2005,17,10,4800,credit_card,12800,11628.41,88.2
paraprofessional,2,RENT,39000,32.74,0,2000,38,21,18400,debt_consolidation,12600,12139.87,100
director of product development ,5,OWN,185000,0,0,2000,17,3,9000,home_improvement,35000,31418.07,100
interior tech,10,OWN,60000,25.78,0,2011,14,7,10800,debt_consolidation,22400,19927.49,92.9
store manager,2,MORTGAGE,43000,13.17,0,2011,16,11,28000,credit_card,16000,15465.8,100
manager,10,RENT,61000,8.5,0,2004,17,10,13400,debt_consolidation,31500,29889.84,100
teacher,4,RENT,37000,33.41,0,2000,21,6,16100,debt_consolidation,4000,3539.64,100
multimedia producer,10,MORTGAGE,81120,18.05,0,1999,25,10,8500,debt_consolidation,16000,14616.64,56
flight attendant ,1,RENT,24000,8.62,0,2014,3,3,2000,debt_consolidation,8500,7928,100
director of it,1,MORTGAGE,140000,3.44,0,2007,13,11,22100,debt_consolidation,11000,10623.12,100
shop manager,10,RENT,80000,18.09,1,2004,13,9,13900,other,6500,5877.84,76.9
clerk,3,OWN,25000,5.57,1,2012,6,4,6500,car,8000,7234.29,80
civil engineer ,3,MORTGAGE,63695,20.5,0,2012,15,12,14100,debt_consolidation,20000,19172.64,100
principle fellow,10,OWN,300000,11.99,0,1996,25,13,166000,credit_card,35000,33475.49,100
care coordinator ,0,MORTGAGE,65000,30.45,0,2000,39,14,47500,debt_consolidation,36000,33632.34,97.4
internal audit contractor,0,MORTGAGE,96996,26.24,0,2000,21,10,25300,credit_card,25000,23008.18,81
vp enrollment ,1,RENT,198000,19.07,0,1989,39,19,46600,debt_consolidation,2500,2321.32,94.9
structure analyst,5,RENT,90000,19.48,0,1994,14,6,19000,debt_consolidation,26000,22693.73,100
project applications engineer,2,RENT,70000,14.14,0,2006,19,12,13600,other,15000,14177.42,100
social worker,6,MORTGAGE,74000,39.64,0,1995,30,11,9700,debt_consolidation,23000,20952.29,100
corporal,10,MORTGAGE,135000,18.57,1,2005,29,13,19200,debt_consolidation,19200,17880.09,93.1
heavy equipment operator ,2,OWN,65000,10.87,0,2000,16,6,12000,debt_consolidation,15000,14254.01,93.8
operations coordinator ,0,RENT,32000,5.21,0,2005,18,9,13200,other,3400,3153.52,100
nurse consultant,5,MORTGAGE,115000,3.21,0,1999,14,6,55400,credit_card,34100,30640.72,100
account executive,5,MORTGAGE,90000,8.24,0,2004,12,6,39300,debt_consolidation,35000,30890.38,91.7
technical writer,0,MORTGAGE,85000,26.27,1,1982,33,23,69500,debt_consolidation,30000,28886.34,93.8
assembler,10,MORTGAGE,40000,8.04,0,1980,9,4,26300,home_improvement,3625,3250.12,100
,NA,RENT,63130,26.39,0,2006,23,10,11300,credit_card,15000,14288.52,90.9
customer service engineer,10,OWN,100000,13.73,0,1984,16,5,0,debt_consolidation,28525,25563.99,100
banker,2,OWN,34000,32.37,0,2006,21,7,6950,credit_card,3500,3188.58,100
sales ,7,MORTGAGE,250000,4.43,0,2010,25,13,100800,home_improvement,40000,36937.11,100
treasurer,0,RENT,35000,10.1,0,2009,7,6,24200,small_business,20000,17988.61,100
,NA,OWN,50000,28.38,2,1999,51,24,97200,credit_card,14000,12660,92
head of finance,3,MORTGAGE,150000,22.38,0,2001,34,18,110900,home_improvement,20000,17456.72,100
